id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
366,2014,Mumbai,2014-04-25,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,0,Kings XI Punjab,0,8,YS Chahal,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
367,2014,Hyderabad,2014-04-11,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Kings XI Punjab,0,9,JP Duminy,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
368,2014,Chennai,2014-05-20,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,field,wickets,0,Delhi Daredevils,0,3,P Kumar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
369,2014,Visakhapatnam,2014-04-18,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,34,0,RA Tripathi,"Eden Gardens, Kolkata",Umpire A,Umpire B
370,2014,Hyderabad,2014-05-15,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,field,runs,0,Pune Warriors India,48,0,SS Iyer,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
371,2014,Pune,2014-05-10,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,4,AM Rahane,"Eden Gardens, Kolkata",Umpire A,Umpire B
372,2014,Hyderabad,2014-04-11,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,73,0,AB de Villiers,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
373,2014,Visakhapatnam,2014-05-10,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,field,runs,0,Delhi Daredevils,47,0,RA Tripathi,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
374,2014,Pune,2014-04-22,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,runs,0,Royal Challengers Bangalore,66,0,DW Steyn,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
375,2014,Chennai,2014-05-17,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,wickets,0,Kolkata Knight Riders,0,7,SR Watson,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
376,2014,Visakhapatnam,2014-05-15,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,wickets,0,Pune Warriors India,0,6,DW Steyn,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
377,2014,Chennai,2014-05-27,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,runs,0,Mumbai Indians,51,0,SK Raina,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
378,2014,Bangalore,2014-05-24,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,runs,0,Rajasthan Royals,50,0,SV Samson,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
379,2014,Jaipur,2014-05-27,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,bat,wickets,0,Pune Warriors India,0,6,YS Chahal,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
380,2014,Bangalore,2014-05-19,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,8,MS Dhoni,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
381,2014,Delhi,2014-04-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Sunrisers Hyderabad,0,3,PP Chawla,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
382,2014,Mohali,2014-05-27,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,wickets,0,Sunrisers Hyderabad,0,1,BB McCullum,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
383,2014,Visakhapatnam,2014-05-19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Royal Challengers Bangalore,55,0,MJ McClenaghan,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
384,2014,Indore,2014-05-18,Pune Warriors India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Pune Warriors India,38,0,A Kumble,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
385,2014,Kolkata,2014-05-18,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Delhi Daredevils,69,0,AB de Villiers,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
386,2014,Hyderabad,2014-05-21,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,runs,0,Delhi Daredevils,28,0,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
387,2014,Visakhapatnam,2014-04-16,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,runs,0,Mumbai Indians,51,0,PP Chawla,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
388,2014,Pune,2014-04-24,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,57,0,DA Warner,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
389,2014,Pune,2014-04-18,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,3,Rashid Khan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
390,2014,Mohali,2014-04-18,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Sunrisers Hyderabad,0,4,V Kohli,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
391,2014,Chennai,2014-04-25,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,wickets,0,Royal Challengers Bangalore,0,3,SV Samson,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
392,2014,Jaipur,2014-05-27,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,wickets,0,Kings XI Punjab,0,2,JP Duminy,"Eden Gardens, Kolkata",Umpire A,Umpire B
393,2015,Mumbai,2015-05-27,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,runs,0,Delhi Daredevils,18,0,Harbhajan Singh,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
394,2015,Visakhapatnam,2015-04-26,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,wickets,0,Royal Challengers Bangalore,0,5,SR Watson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
395,2015,Pune,2015-04-29,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,wickets,0,Sunrisers Hyderabad,0,9,G Gambhir,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
396,2015,Kolkata,2015-05-20,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,8,MJ McClenaghan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
397,2015,Mumbai,2015-04-25,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,wickets,0,Kings XI Punjab,0,3,BB McCullum,"Eden Gardens, Kolkata",Umpire A,Umpire B
398,2015,Mumbai,2015-05-12,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,runs,0,Mumbai Indians,78,0,F du Plessis,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
399,2015,Mumbai,2015-05-12,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Mumbai Indians,0,5,SK Raina,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
400,2015,Ahmedabad,2015-04-27,Pune Warriors India,Chennai Super Kings,Pune Warriors India,bat,runs,0,Chennai Super Kings,68,0,LH Ferguson,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
401,2015,Visakhapatnam,2015-05-15,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,3,RV Uthappa,"Eden Gardens, Kolkata",Umpire A,Umpire B
402,2015,Ahmedabad,2015-04-22,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,runs,0,Kings XI Punjab,56,0,SV Samson,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
403,2015,Ahmedabad,2015-04-19,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,runs,0,Kings XI Punjab,5,0,RG Sharma,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
404,2015,Ahmedabad,2015-04-13,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,bat,wickets,0,Pune Warriors India,0,9,B Kumar,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
405,2015,Delhi,2015-04-28,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,wickets,0,Kolkata Knight Riders,0,4,AT Rayudu,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
406,2015,Indore,2015-04-28,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Royal Challengers Bangalore,0,2,AT Rayudu,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
407,2015,Pune,2015-04-30,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Kings XI Punjab,0,2,SP Narine,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
408,2015,Visakhapatnam,2015-04-14,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,3,P Kumar,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
409,2015,Kolkata,2015-04-25,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,runs,0,Delhi Daredevils,51,0,Q de Kock,"Eden Gardens, Kolkata",Umpire A,Umpire B
410,2015,Jaipur,2015-04-25,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,3,Rashid Khan,"Eden Gardens, Kolkata",Umpire A,Umpire B
411,2015,Chennai,2015-05-23,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,bat,wickets,0,Pune Warriors India,0,6,KL Rahul,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
412,2015,Jaipur,2015-04-24,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,runs,0,Kings XI Punjab,45,0,MJ McClenaghan,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
413,2015,Ahmedabad,2015-05-10,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,bat,runs,0,Royal Challengers Bangalore,7,0,AM Rahane,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
414,2015,Bangalore,2015-05-27,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Chennai Super Kings,69,0,YS Chahal,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
415,2015,Pune,2015-05-11,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,37,0,MJ McClenaghan,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
416,2015,Indore,2015-04-22,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,1,M Vijay,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
417,2015,Pune,2015-04-17,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,runs,0,Chennai Super Kings,59,0,RG Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
418,2015,Indore,2015-04-26,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,runs,0,Sunrisers Hyderabad,46,0,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
419,2015,Indore,2015-04-22,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,44,0,S Dhawan,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
420,2015,Visakhapatnam,2015-04-30,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,0,Rajasthan Royals,0,6,S Dhawan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
421,2015,Kolkata,2015-04-27,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,field,runs,0,Pune Warriors India,19,0,PA Patel,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
422,2015,Delhi,2015-05-14,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Chennai Super Kings,0,7,DW Steyn,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
423,2015,Bangalore,2015-04-21,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,0,Kolkata Knight Riders,0,4,JP Duminy,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
424,2015,Kolkata,2015-04-17,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Delhi Daredevils,0,8,SR Watson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
425,2015,Jaipur,2015-05-20,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Mumbai Indians,0,2,MJ McClenaghan,"Eden Gardens, Kolkata",Umpire A,Umpire B
426,2015,Pune,2015-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,7,B Kumar,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
427,2015,Bangalore,2015-05-22,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,9,HH Pandya,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
428,2015,Kolkata,2015-05-12,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,field,wickets,0,Delhi Daredevils,0,1,A Kumble,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
429,2015,Jaipur,2015-04-24,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,runs,0,Kolkata Knight Riders,4,0,MM Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
430,2015,Visakhapatnam,2015-05-26,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,0,Kings XI Punjab,0,6,RP Singh,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
431,2015,Kolkata,2015-04-23,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Kolkata Knight Riders,0,3,G Gambhir,"Eden Gardens, Kolkata",Umpire A,Umpire B
432,2015,Delhi,2015-05-25,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,1,V Kohli,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
433,2015,Hyderabad,2015-04-29,Pune Warriors India,Mumbai Indians,Mumbai Indians,bat,wickets,0,Pune Warriors India,0,8,DW Steyn,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
434,2015,Kolkata,2015-05-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,45,0,DA Warner,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
435,2015,Jaipur,2015-05-11,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Mumbai Indians,0,9,MM Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
436,2015,Delhi,2015-04-13,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Sunrisers Hyderabad,0,9,PP Chawla,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
437,2015,Pune,2015-04-25,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,wickets,0,Sunrisers Hyderabad,0,2,LH Ferguson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
438,2015,Pune,2015-05-25,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,8,LH Ferguson,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
439,2015,Ahmedabad,2015-05-11,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,16,0,SL Malinga,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
440,2015,Delhi,2015-05-10,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,bat,runs,0,Royal Challengers Bangalore,9,0,R Ashwin,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
441,2015,Jaipur,2015-04-25,Kings XI Punjab,Pune Warriors India,Pune Warriors India,bat,runs,0,Kings XI Punjab,44,0,DA Warner,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
442,2015,Pune,2015-05-27,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Delhi Daredevils,0,5,A Mishra,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
443,2015,Hyderabad,2015-04-28,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,runs,0,Royal Challengers Bangalore,4,0,LH Ferguson,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
444,2015,Bangalore,2015-05-19,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,runs,0,Kolkata Knight Riders,12,0,DR Smith,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
445,2015,Visakhapatnam,2015-05-26,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,0,2,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
446,2015,Indore,2015-04-11,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Kings XI Punjab,0,2,S Dhawan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
447,2015,Jaipur,2015-04-26,Pune Warriors India,Chennai Super Kings,Pune Warriors India,field,wickets,0,Pune Warriors India,0,2,DA Warner,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
448,2015,Visakhapatnam,2015-05-13,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,37,0,PA Patel,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
449,2016,Mohali,2016-04-19,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,45,0,SS Iyer,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
450,2016,Indore,2016-04-22,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,runs,0,Chennai Super Kings,4,0,CH Gayle,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
451,2016,Chennai,2016-04-12,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,field,runs,0,Pune Warriors India,26,0,A Kumble,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
452,2016,Ahmedabad,2016-05-22,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,4,RA Tripathi,"Eden Gardens, Kolkata",Umpire A,Umpire B
453,2016,Jaipur,2016-04-19,Kings XI Punjab,Pune Warriors India,Pune Warriors India,field,runs,0,Kings XI Punjab,15,0,A Kumble,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
454,2016,Visakhapatnam,2016-05-28,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,2,A Kumble,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
455,2016,Hyderabad,2016-05-27,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Royal Challengers Bangalore,76,0,B Kumar,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
456,2016,Kolkata,2016-05-12,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,13,0,AT Rayudu,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
457,2016,Indore,2016-04-14,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,runs,0,Rajasthan Royals,18,0,V Kohli,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
458,2016,Ahmedabad,2016-05-23,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Sunrisers Hyderabad,0,6,A Mishra,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
459,2016,Visakhapatnam,2016-04-27,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,wickets,0,Kings XI Punjab,0,1,CH Gayle,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
460,2016,Indore,2016-05-22,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Kings XI Punjab,76,0,PA Patel,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
461,2016,Hyderabad,2016-05-14,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,field,runs,0,Pune Warriors India,50,0,AM Rahane,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
462,2016,Kolkata,2016-05-24,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,wickets,0,Mumbai Indians,0,3,SP Narine,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
463,2016,Hyderabad,2016-04-28,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,29,0,I Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
464,2016,Chennai,2016-05-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Royal Challengers Bangalore,0,8,MM Sharma,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
465,2016,Ahmedabad,2016-04-20,Pune Warriors India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Pune Warriors India,10,0,AT Rayudu,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
466,2016,Kolkata,2016-05-28,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,runs,0,Delhi Daredevils,38,0,DA Warner,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
467,2016,Visakhapatnam,2016-05-18,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,runs,0,Delhi Daredevils,11,0,SK Raina,"Eden Gardens, Kolkata",Umpire A,Umpire B
468,2016,Mohali,2016-05-17,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,bat,wickets,0,Sunrisers Hyderabad,0,3,G Gambhir,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
469,2016,Hyderabad,2016-04-24,Pune Warriors India,Mumbai Indians,Mumbai Indians,bat,wickets,0,Pune Warriors India,0,3,M Vijay,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
470,2016,Kolkata,2016-05-25,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,2,A Kumble,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
471,2016,Mumbai,2016-05-22,Pune Warriors India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Royal Challengers Bangalore,68,0,HH Pandya,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
472,2016,Delhi,2016-04-18,Pune Warriors India,Mumbai Indians,Pune Warriors India,field,wickets,0,Mumbai Indians,0,5,SS Iyer,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
473,2016,Visakhapatnam,2016-04-12,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,wickets,0,Delhi Daredevils,0,3,V Kohli,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
474,2016,Mumbai,2016-04-11,Chennai Super Kings,Pune Warriors India,Pune Warriors India,field,wickets,0,Chennai Super Kings,0,5,RG Sharma,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
475,2016,Chennai,2016-04-18,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,73,0,P Kumar,"Eden Gardens, Kolkata",Umpire A,Umpire B
476,2016,Mumbai,2016-05-20,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,runs,1,Delhi Daredevils,10,0,M Vijay,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
477,2016,Hyderabad,2016-05-13,Sunrisers Hyderabad,Pune Warriors India,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,0,4,G Gambhir,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
478,2016,Ahmedabad,2016-05-10,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,runs,0,Royal Challengers Bangalore,10,0,RA Tripathi,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
479,2016,Ahmedabad,2016-05-25,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,runs,0,Mumbai Indians,43,0,V Kohli,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
